@relation rstparser

@ATTRIBUTE n1 numeric
@ATTRIBUTE n2 numeric
@ATTRIBUTE n3 numeric
@ATTRIBUTE n4 numeric
@ATTRIBUTE n5 numeric
@ATTRIBUTE n6 numeric
@ATTRIBUTE n7 numeric
@ATTRIBUTE n8 numeric
@ATTRIBUTE n9 numeric
@ATTRIBUTE n10 numeric
@ATTRIBUTE n11 numeric
@ATTRIBUTE n12 numeric
@ATTRIBUTE n13 numeric
@ATTRIBUTE n14 numeric
@ATTRIBUTE n15 numeric
@ATTRIBUTE n16 numeric
@ATTRIBUTE n17 numeric
@ATTRIBUTE n18 numeric
@ATTRIBUTE n19 numeric
@ATTRIBUTE n20 numeric
@ATTRIBUTE n21 numeric
@ATTRIBUTE n22 numeric
@ATTRIBUTE n23 numeric
@ATTRIBUTE n24 numeric
@ATTRIBUTE n25 numeric
@ATTRIBUTE n26 numeric
@ATTRIBUTE n27 numeric
@ATTRIBUTE n28 numeric
@ATTRIBUTE n29 numeric
@ATTRIBUTE n30 numeric
@ATTRIBUTE n31 numeric
@ATTRIBUTE n32 numeric
@ATTRIBUTE n33 numeric
@ATTRIBUTE n34 numeric
@ATTRIBUTE n35 numeric
@ATTRIBUTE n36 numeric
@ATTRIBUTE n37 numeric
@ATTRIBUTE n38 numeric
@ATTRIBUTE s1 string
@ATTRIBUTE s2 string
@ATTRIBUTE s3 string
@ATTRIBUTE s4 string
@ATTRIBUTE s5 string
@ATTRIBUTE s6 string
@ATTRIBUTE s7 string
@ATTRIBUTE s8 string
@ATTRIBUTE s9 string
@ATTRIBUTE s10 string
@ATTRIBUTE s11 string
@ATTRIBUTE s12 string
@ATTRIBUTE s13 string
@ATTRIBUTE s14 string
            

@attribute class {antithesis_concession_contrast, background_circumstance, interpretation_evaluation_conclusion, evidence_justify_explanation, enablement_motivation_purpose, condition_otherwise, cause_result, attribution, comparison, elaboration, restatement, same_unit, sequence, list, summary, means, joint, solutionhood}

@data
1,1,1,9,4,1,1,0.25,0.142857142857143,0.392857142857143,7,14,1,2,14,11,1,0,0,283,290,2,2,0,0,0,0,0.333333333333333,0,0.666666666666667,0,0,0,0,0,0,0,0,temporal,noconj,noconj,noconj,resposta,verón,s,verón,np,vp,vp,np,verón,resposta,list
1,1,1,13,12,2,1,0.392857142857143,0.357142857142857,0.75,7,18,1,3,10,0,1,0,0,283,294,3,3,0,0,0,0.25,0.181818181818182,0.333333333333333,0.272727272727273,0.0833333333333333,0,0,0.0909090909090909,0.0833333333333333,0.0909090909090909,0.142857142857143,0.2,temporal,aditiva,noconj,noconj,verón,e,vp,verón,vp,conjp,conjp,vp,e,verón,list
1,1,1,9,25,1,3,0.25,0,1,0,0,0,0,21,0,1,0,0,276,283,8,8,0,0,0,0.125,0.208333333333333,0.25,0.291666666666667,0.125,0,0,0.0416666666666667,0,0.0833333333333333,0,0,noconj,temporal,noconj,noconj,comma,quando,conjp,quando,pnt,conjp,conjp,pnt,quando,comma,background_circumstance
1,1,1,6,3,1,1,0.222222222222222,0.111111111111111,0.333333333333333,0,6,0,1,21,19,1,0,0,313,319,6,6,0,0,0,0.2,0.5,0.4,0.5,0,0,0.4,0,0,0,0,0,noconj,noconj,noconj,noconj,passe,para,napostrophe,passe,n,pp,pp,n,para,passe,sequence
1,1,1,4,5,1,1,0.148148148148148,0.148148148148148,0.296296296296296,19,23,3,4,4,0,1,0,0,332,336,15,15,0,0,0,0.666666666666667,0.25,2.33333333333333,0.25,0.333333333333333,0,1.33333333333333,0,0.333333333333333,0.25,0,0,explicativa,aditiva,noconj,noconj,bateu,e,vp,bateu,vp,conjp,conjp,vp,e,bateu,sequence
1,1,1,12,9,1,2,0.37037037037037,0,0.666666666666667,9,0,2,0,8,0,1,0,0,322,332,11,11,0,0,0,0.181818181818182,0.25,0.636363636363636,0.25,0,0.125,0.363636363636364,0,0.0909090909090909,0.125,0,0,aditiva,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,9,21,2,3,0.333333333333333,0,1,0,0,0,0,18,0,1,0,0,313,322,9,9,0,0,0,0.125,0.1,0.25,0.3,0,0.05,0.25,0.1,0,0.1,0,0,noconj,aditiva,noconj,noconj,maicon,chutar,np,maicon,np,np,np,np,chutar,maicon,sequence
1,1,1,8,5,1,1,0.304347826086957,0.173913043478261,0.478260869565217,12,19,1,2,4,0,1,0,0,352,359,14,14,0,0,0,0.285714285714286,0,0.857142857142857,0.5,0.142857142857143,0,0.142857142857143,0,0,0.25,0,0,explicativa,aditiva,noconj,noconj,marcação,cruzou,np,marcação,np,np,np,np,cruzou,marcação,sequence
1,1,1,16,13,1,2,0.521739130434783,0,1,0,0,0,0,11,0,1,0,0,340,352,6,6,0,0,0,0.0666666666666667,0.0833333333333333,0.333333333333333,0.333333333333333,0.0666666666666667,0,0,0.0833333333333333,0,0.0833333333333333,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,5,7,1,1,0.263157894736842,0.263157894736842,0.526315789473684,9,14,1,2,4,0,1,0,0,379,384,11,11,0,0,0,0.75,0.333333333333333,0.75,0.166666666666667,0.25,0,0,0,0.25,0.166666666666667,0,0,aditiva,aditiva,noconj,noconj,tentou,e,vp,tentou,vp,conjp,conjp,vp,e,tentou,sequence
1,1,1,9,12,1,2,0.473684210526316,0,1,0,0,0,0,9,0,1,0,0,370,379,8,8,0,0,0,0.25,0.272727272727273,0.125,0.272727272727273,0.125,0,0,0,0,0.181818181818182,0,0,noconj,aditiva,noconj,noconj,morta,e,vp,morta,vp,conjp,conjp,vp,e,morta,evidence_justify_explanation
1,1,1,6,6,1,1,0.384615384615385,0.384615384615385,0.769230769230769,0,5,0,1,8,4,1,0,0,388,393,9,9,0,0,0,0.2,0.2,0.4,0.4,0,0,0,0.2,0,0.2,0,0,noconj,aditiva,noconj,noconj,bomba,doni,napostrophe,doni,n,napostrophe,napostrophe,n,doni,bomba,sequence
1,1,1,12,4,2,1,0.769230769230769,0.230769230769231,1,0,10,0,2,3,0,1,0,0,388,398,2,2,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,evitando,s,comma,s,s,s,s,evitando,comma,cause_result
1,1,1,7,9,1,1,0.260869565217391,0.347826086956522,0.608695652173913,9,14,1,2,8,0,1,0,0,410,415,7,7,0,0,0,0.333333333333333,0.125,0.5,0.25,0.166666666666667,0,0.166666666666667,0.125,0.166666666666667,0.125,0,0,temporal,aditiva,noconj,noconj,desceu,e,vp,desceu,vp,conjp,conjp,vp,e,desceu,sequence
1,1,1,11,16,1,2,0.391304347826087,0,1,0,0,0,0,13,0,1,0,0,401,410,4,4,0,0,0,0.2,0.133333333333333,0.1,0.333333333333333,0.1,0,0.1,0.0666666666666667,0,0.133333333333333,0,0,noconj,temporal,noconj,noconj,comma,quando,conjp,quando,pnt,conjp,conjp,pnt,quando,comma,background_circumstance
1,1,1,4,4,1,1,0.25,0.25,0.5,0,4,0,1,12,9,1,0,0,423,427,3,3,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,deu,para,vp,deu,vp,pp,pp,vp,para,deu,enablement_motivation_purpose
1,1,1,8,10,2,1,0.5,0.5,1,0,8,0,2,8,0,1,0,0,423,431,7,7,0,0,0,0.285714285714286,0,0.428571428571429,0.222222222222222,0,0.111111111111111,0,0,0,0.111111111111111,0,0,noconj,aditiva,noconj,noconj,corte,tocou,napostrophe,tocou,n,napostrophe,napostrophe,n,tocou,corte,sequence
1,1,1,8,7,1,1,0.571428571428571,0.428571428571429,1,0,8,0,1,6,0,1,0,0,439,447,4,4,0,0,0,0,0.166666666666667,0.285714285714286,0.166666666666667,0,0.333333333333333,0,0,0,0.166666666666667,0,0,noconj,aditiva,noconj,noconj,voltaram,e,vp,voltaram,vp,conjp,conjp,vp,e,voltaram,list
1,1,1,10,6,1,1,0.642857142857143,0.357142857142857,1,0,8,0,1,5,0,1,0,0,453,461,5,5,0,0,0,0.111111111111111,0,0.333333333333333,0.4,0,0,0,0.2,0,0.2,0,0,noconj,aditiva,noconj,noconj,para,tentavam,pp,tentavam,papostrophe,np,np,papostrophe,tentavam,para,enablement_motivation_purpose
1,1,1,6,11,1,1,0.217391304347826,0.434782608695652,0.652173913043478,1,6,1,2,17,8,1,0,0,467,472,6,6,0,0,0,0,0.1,0.2,0.2,0,0.2,0,0,0,0.1,0,0,noconj,aditiva,noconj,noconj,para,para,pp,para,pp,pp,pp,pp,para,para,list
1,1,1,17,11,2,1,0.652173913043478,0.304347826086957,0.956521739130435,1,16,1,3,7,0,1,0,0,467,482,2,2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,mas,foi,s,foi,np,vp,vp,np,foi,mas,enablement_motivation_purpose
1,1,1,2,28,1,3,0.0434782608695652,0,1,0,0,0,0,22,0,1,0,0,102,467,5,5,0,0,0,0,0.111111111111111,1,0.185185185185185,0,0.0740740740740741,0,0.037037037037037,0,0.037037037037037,0,0,adversativa,noconj,noconj,noconj,comma,para,pp,para,pnt,pp,pp,pnt,para,comma,same_unit
1,1,1,9,14,1,1,0.421052631578947,0.578947368421053,1,0,8,0,1,10,0,1,0,0,489,497,10,10,0,0,0,0.125,0.153846153846154,0.625,0.230769230769231,0,0,0.125,0.0769230769230769,0,0.0769230769230769,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,sequence
1,1,1,9,6,2,1,0.130434782608696,0.130434782608696,0.260869565217391,0,6,0,2,39,34,1,0,0,0,7,7,7,0,0,0,0.125,0,0.25,0.4,0,0,0.125,0,0,0,0,0,noconj,noconj,noconj,noconj,17,nul,np,nul,card,n,n,card,nul,17,same_unit
1,1,1,15,19,3,2,0.260869565217391,0.282608695652174,0.543478260869565,0,12,0,3,33,20,1,0,0,0,13,10,10,0,0,0,0.0714285714285714,0.0555555555555556,0.357142857142857,0.388888888888889,0,0,0.0714285714285714,0,0,0,0.333333333333333,0.285714285714286,noconj,final,noconj,noconj,iraque,para,napostrophe,iraque,n,pp,pp,n,para,iraque,enablement_motivation_purpose
1,1,1,13,11,1,1,0.239130434782609,0.217391304347826,0.456521739130435,25,35,5,6,10,0,1,0,0,26,36,21,21,0,0,0,0.166666666666667,0.1,1.16666666666667,0.3,0,0,0.25,0.1,0.0833333333333333,0.1,0,0,temporal,aditiva,noconj,noconj,tratava,e,vp,tratava,vp,conjp,conjp,vp,e,tratava,cause_result
1,1,1,34,24,5,2,0.543478260869565,0,1,0,0,0,0,20,0,1,0,0,0,26,18,18,0,0,0,0.0606060606060606,0.130434782608696,0.363636363636364,0.260869565217391,0,0,0.0303030303030303,0.130434782608696,0,0.0869565217391304,0,0,noconj,temporal,noconj,noconj,comma,enquanto,conjp,enquanto,pnt,conjp,conjp,pnt,enquanto,comma,list
1,1,1,30,11,3,1,0.75,0.25,1,0,21,0,3,7,0,1,0,0,46,67,6,6,0,0,0,0.0689655172413793,0.1,0.413793103448276,0.2,0,0,0.0344827586206897,0.1,0.0344827586206897,0,0.0714285714285714,0.333333333333333,noconj,noconj,explicativa,noconj,que,apostrophe,cp,apostrophe,c,s,s,c,apostrophe,que,attribution
1,1,1,29,12,1,1,0.5625,0.1875,0.75,12,39,2,5,9,0,1,0,0,86,113,10,10,0,0,0,0.0357142857142857,0.0909090909090909,0.107142857142857,0.272727272727273,0.0357142857142857,0,0.0357142857142857,0.0909090909090909,0,0,0,0,explicativa,noconj,noconj,noconj,comma,comando,cp,comma,cp,cp,cp,cp,comando,comma,elaboration
1,1,1,3,41,1,2,0.0416666666666667,0,0.791666666666667,10,0,1,0,36,0,1,0,0,84,86,17,17,0,0,0,1,0.1,2,0.3,1,0.025,0.5,0.05,0,0.025,0.125,0.0555555555555556,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,14,44,1,3,0.208333333333333,0,1,0,0,0,0,38,0,1,0,0,74,84,12,12,0,0,0,0.0769230769230769,0.116279069767442,0.230769230769231,0.302325581395349,0.153846153846154,0.0232558139534884,0.0769230769230769,0.0465116279069767,0,0.0232558139534884,0.166666666666667,0.05,noconj,noconj,noconj,noconj,comma,disse,s,comma,pnt,s,s,pnt,disse,comma,attribution
1,1,1,19,5,1,1,0.326530612244898,0.0816326530612245,0.408163265306122,7,23,1,2,26,23,1,0,0,129,145,8,8,0,0,0,0.166666666666667,0.75,0.611111111111111,0,0,0,0.111111111111111,0,0,0,0,0,noconj,explicativa,noconj,noconj,medida,que,napostrophe,medida,n,cp,cp,n,que,medida,elaboration
1,1,1,10,24,2,2,0.142857142857143,0.408163265306122,0.551020408163265,0,7,0,1,42,22,1,0,0,122,129,9,9,0,0,0,0.222222222222222,0.173913043478261,0.222222222222222,0.347826086956522,0,0,0.111111111111111,0.0434782608695652,0,0,0,0,noconj,noconj,noconj,noconj,16,nul,np,nul,card,n,n,card,nul,16,same_unit
1,1,1,34,27,4,1,0.551020408163265,0.448979591836735,1,0,27,0,4,22,0,1,0,0,122,149,15,15,0,0,0,0.181818181818182,0.0384615384615385,0.333333333333333,0.269230769230769,0,0.0384615384615385,0.0606060606060606,0.0769230769230769,0,0.0384615384615385,0,0,noconj,alternativa,noconj,noconj,comma,já,advapostrophe,já,pnt,adv,adv,pnt,já,comma,enablement_motivation_purpose
1,1,1,8,16,1,1,0.242424242424242,0.424242424242424,0.666666666666667,0,8,0,2,25,12,1,0,0,171,179,11,11,0,0,0,0.142857142857143,0.0666666666666667,0.428571428571429,0.4,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,iraque,com,napostrophe,iraque,n,pp,pp,n,com,iraque,enablement_motivation_purpose
1,1,1,24,12,2,1,0.666666666666667,0.333333333333333,1,0,22,0,4,11,0,1,0,0,171,193,4,4,0,0,0,0.0869565217391304,0.272727272727273,0.391304347826087,0.181818181818182,0,0.0909090909090909,0,0.0909090909090909,0,0.0909090909090909,0,0,noconj,aditiva,noconj,noconj,comma,e,conjp,e,pnt,conjp,conjp,pnt,e,comma,elaboration
1,1,1,3,7,1,1,0.12,0.2,0.32,7,10,3,4,15,11,1,0,0,211,214,12,12,0,0,0,1,0.166666666666667,1.5,0.166666666666667,0,0.166666666666667,0.5,0,0,0.166666666666667,0,0,explicativa,aditiva,noconj,noconj,debatida,votada,ap,votada,a,vp,vp,a,votada,debatida,list
1,1,1,6,10,1,2,0.16,0.32,0.48,3,7,2,3,18,10,1,0,0,207,211,8,8,0,0,0,0.2,0.222222222222222,0.6,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,0.111111111111111,0,0,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,16,12,3,1,0.48,0.4,0.88,3,15,2,5,10,0,1,0,0,207,219,5,5,0,0,0,0.0666666666666667,0.0909090909090909,0.0666666666666667,0.272727272727273,0,0.0909090909090909,0,0.0909090909090909,0,0,0,0,noconj,noconj,noconj,noconj,concessão,implica,s,implica,np,vp,vp,np,implica,concessão,same_unit
1,1,1,3,28,1,4,0.12,0,1,0,0,0,0,22,0,1,0,0,204,207,4,4,0,0,0,0.5,0.111111111111111,0.5,0.222222222222222,0,0.0740740740740741,0,0.0740740740740741,0,0.037037037037037,0,0,noconj,noconj,explicativa,noconj,que,implica,cp,implica,c,s,s,c,implica,que,attribution
1,1,1,15,7,1,1,0.684210526315789,0.315789473684211,1,0,12,0,2,6,0,1,0,0,229,241,3,3,0,0,0,0,0.166666666666667,0,0.333333333333333,0,0,0,0,0,0.166666666666667,0,0,noconj,aditiva,noconj,noconj,será,e,s,será,s,s,s,s,e,será,list
1,1,1,8,6,2,1,0.416666666666667,0.333333333333333,0.75,0,5,0,3,6,4,1,0,0,247,252,13,13,0,0,0,0,0.2,0.428571428571429,0.2,0,0,0.142857142857143,0.2,0,0,0,0,noconj,noconj,noconj,noconj,pkk,nul,napostrophe,pkk,n,a,a,n,nul,pkk,same_unit
1,1,1,14,4,3,1,0.75,0.25,1,0,8,0,4,3,0,1,0,0,247,255,3,3,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,acrescentou,s,comma,s,s,s,s,acrescentou,comma,attribution
1,1,1,18,21,1,1,0.306122448979592,0.346938775510204,0.653061224489796,17,32,3,4,16,0,1,0,0,275,290,18,18,0,0,0,0.117647058823529,0.05,0.529411764705882,0.45,0.0588235294117647,0,0.117647058823529,0,0.0588235294117647,0.05,0,0,aditiva,explicativa,noconj,noconj,congresso,que,napostrophe,congresso,napostrophe,cp,cp,napostrophe,que,congresso,elaboration
1,1,1,19,39,1,2,0.346938775510204,0,1,0,0,0,0,31,0,1,0,0,258,275,3,3,0,0,0,0.111111111111111,0.0263157894736842,0.333333333333333,0.394736842105263,0,0.0263157894736842,0.0555555555555556,0.0263157894736842,0,0.0526315789473684,0,0,noconj,aditiva,noconj,noconj,comma,para,pp,para,pnt,pp,pp,pnt,para,comma,list
1,1,1,12,17,1,1,0.324324324324324,0.378378378378378,0.702702702702703,11,23,1,2,14,0,1,0,0,329,341,4,4,0,0,0,0.272727272727273,0.0625,0.727272727272727,0.3125,0.181818181818182,0,0.0909090909090909,0,0,0.0625,0,0,noconj,final,noconj,noconj,turcas,para,vp,turcas,v,pp,pp,v,para,turcas,enablement_motivation_purpose
1,1,1,12,29,1,2,0.297297297297297,0,1,0,0,0,0,26,0,1,0,0,318,329,3,3,0,0,0,0,0.107142857142857,0,0.392857142857143,0,0,0,0,0,0.0357142857142857,0,0,noconj,noconj,noconj,noconj,de,expressou,s,de,pp,s,s,pp,expressou,de,sequence
1,1,1,18,7,1,1,0.722222222222222,0.277777777777778,1,0,11,0,1,4,0,1,0,0,355,366,2,2,0,0,0,0,0.166666666666667,0,0.333333333333333,0,0,0,0,0,0,0,0,noconj,noconj,noconj,noconj,comma,disse,s,disse,cp,s,s,cp,disse,comma,attribution
1,1,1,3,7,1,1,0.0810810810810811,0.189189189189189,0.27027027027027,0,3,0,2,34,28,1,0,0,370,373,4,4,0,0,0,0.5,0.333333333333333,0.5,0.333333333333333,0,0,0,0.166666666666667,0,0,0,0,noconj,noconj,explicativa,noconj,que,bagdá,cp,bagdá,c,s,s,c,bagdá,que,attribution
1,1,1,3,16,1,1,0.0810810810810811,0.351351351351351,0.432432432432432,10,13,4,5,24,12,1,0,0,380,383,12,12,0,0,0,2,0.133333333333333,1.5,0.266666666666667,0,0,0.5,0.133333333333333,0.5,0.0666666666666667,0,0,aditiva,noconj,explicativa,noconj,que,apostrophe,cp,apostrophe,c,s,s,c,apostrophe,que,attribution
1,1,1,19,12,2,1,0.432432432432432,0.297297297297297,0.72972972972973,10,26,4,6,11,0,1,0,0,380,396,7,7,0,0,0,0.333333333333333,0.181818181818182,0.388888888888889,0.272727272727273,0,0,0.166666666666667,0.0909090909090909,0.111111111111111,0,0,0,aditiva,noconj,noconj,noconj,comma,acrescentando,s,comma,pnt,s,s,pnt,acrescentando,comma,elaboration
1,1,1,10,31,2,3,0.27027027027027,0,1,0,0,0,0,27,0,1,0,0,370,380,8,8,0,0,0,0.222222222222222,0.166666666666667,0.111111111111111,0.233333333333333,0,0,0,0.1,0,0.0666666666666667,0,0,noconj,aditiva,noconj,noconj,considera,e,vp,considera,vp,conjp,conjp,vp,e,considera,list
1,1,1,22,12,1,1,0.642857142857143,0.357142857142857,1,0,18,0,1,10,0,1,0,0,407,425,14,14,0,0,0,0.0952380952380952,0,0.380952380952381,0.454545454545455,0,0,0.0476190476190476,0,0,0,0,0,temporal,noconj,noconj,noconj,crise,para,napostrophe,crise,n,pp,pp,n,para,crise,enablement_motivation_purpose
1,1,1,20,20,1,1,0.470588235294118,0.529411764705882,1,0,16,0,3,16,0,1,0,0,461,477,5,5,0,0,0,0.105263157894737,0.105263157894737,0.315789473684211,0.263157894736842,0,0.0526315789473684,0.0526315789473684,0.105263157894737,0,0,0,0,noconj,noconj,noconj,noconj,comma,em_,pp,em_,pnt,pp,pp,pnt,em_,comma,elaboration
1,1,1,10,10,1,1,0.555555555555556,0.444444444444444,1,0,10,0,1,8,0,1,0,0,0,11,5,5,0,0,0,0.111111111111111,0.222222222222222,0.444444444444444,0.333333333333333,0,0,0.111111111111111,0.111111111111111,0,0,0.2,0.2,noconj,noconj,noconj,noconj,sistemas,estrutura,napostrophe,sistemas,n,cp,cp,n,estrutura,sistemas,elaboration
1,1,1,16,11,1,1,0.583333333333333,0.416666666666667,1,0,14,0,1,10,0,1,0,0,19,33,5,5,0,0,0,0.133333333333333,0.1,0.2,0.2,0.133333333333333,0,0.133333333333333,0.3,0,0,0.125,0.2,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,elaboration
1,1,1,12,10,1,1,0.407407407407407,0.333333333333333,0.740740740740741,7,18,1,2,9,0,1,0,0,50,61,7,7,0,0,0,0.0909090909090909,0,0.181818181818182,0.222222222222222,0,0.111111111111111,0.181818181818182,0.111111111111111,0,0,0,0,noconj,noconj,noconj,noconj,em,de,cp,em,pp,s,s,pp,de,em,elaboration
1,1,1,8,22,1,2,0.259259259259259,0,1,0,0,0,0,20,0,1,0,0,43,50,6,6,0,0,0,0.142857142857143,0.142857142857143,0.285714285714286,0.19047619047619,0,0.0476190476190476,0.285714285714286,0.0476190476190476,0,0,0,0,noconj,noconj,noconj,noconj,comma,em,cp,comma,pnt,cp,cp,pnt,em,comma,elaboration
1,1,1,16,18,1,1,0.482758620689655,0.517241379310345,1,0,14,0,1,15,0,1,0,0,103,117,3,3,0,0,0,0.2,0.117647058823529,0.266666666666667,0.294117647058824,0.133333333333333,0.0588235294117647,0.0666666666666667,0,0,0.0588235294117647,0.111111111111111,0.142857142857143,noconj,noconj,noconj,noconj,comma,além,pp,além,pnt,pp,pp,pnt,além,comma,elaboration
1,1,1,41,18,1,1,0.680851063829787,0.319148936170213,1,0,31,0,1,15,0,1,0,0,132,163,8,8,0,0,0,0.05,0.0588235294117647,0.3,0.294117647058824,0.1,0,0.05,0.117647058823529,0,0,0.210526315789474,0.571428571428571,noconj,explicativa,noconj,noconj,comma,que,cp,comma,pnt,cp,cp,pnt,que,comma,enablement_motivation_purpose
1,1,1,13,8,1,1,0.5,0.269230769230769,0.769230769230769,6,18,1,2,7,0,1,0,0,184,196,5,5,0,0,0,0.166666666666667,0.285714285714286,0.5,0.285714285714286,0.166666666666667,0,0.25,0,0,0,0,0,noconj,explicativa,noconj,noconj,operações,que,napostrophe,operações,n,cp,cp,n,que,operações,enablement_motivation_purpose
1,1,1,8,21,1,2,0.230769230769231,0,1,0,0,0,0,19,0,1,0,0,178,184,8,8,0,0,0,0.142857142857143,0.15,0.285714285714286,0.3,0.142857142857143,0.05,0,0.15,0,0,0,0,conclusiva,noconj,noconj,noconj,comma,motivação,cp,comma,pnt,cp,cp,pnt,motivação,comma,enablement_motivation_purpose
1,1,1,18,11,1,1,0.583333333333333,0.416666666666667,1,0,14,0,1,10,0,1,0,0,203,217,11,11,0,0,0,0.0588235294117647,0.1,0.352941176470588,0.3,0,0,0,0.1,0,0.1,0,0,noconj,explicativa,noconj,noconj,dado,que,napostrophe,dado,n,cp,cp,n,que,dado,elaboration
1,1,1,4,6,1,1,0.0975609756097561,0.146341463414634,0.24390243902439,0,3,0,1,35,30,1,0,0,227,230,7,7,0,0,0,0,0.6,0.666666666666667,0.2,0,0,0,0,0,0,0,0,noconj,explicativa,noconj,noconj,operações,que,napostrophe,operações,n,cp,cp,n,que,operações,elaboration
1,1,1,10,36,2,2,0.24390243902439,0,1,0,0,0,0,29,0,1,0,0,227,236,2,2,0,0,0,0,0.171428571428571,0,0.285714285714286,0,0.0285714285714286,0,0.0571428571428571,0,0.0857142857142857,0,0,noconj,noconj,noconj,noconj,conjunto,é,s,é,np,vp,vp,np,é,conjunto,same_unit
1,1,1,18,4,1,1,0.454545454545455,0.0909090909090909,0.545454545454545,0,15,0,1,18,16,1,0,0,282,297,13,13,0,0,0,0.117647058823529,0,0.294117647058824,0,0.0588235294117647,0,0.117647058823529,0.666666666666667,0,0.333333333333333,0,0,noconj,noconj,noconj,noconj,comma,caracterizada,ap,comma,pnt,ap,ap,pnt,caracterizada,comma,elaboration
1,1,1,22,18,2,1,0.545454545454545,0.454545454545455,1,0,18,0,2,15,0,1,0,0,282,300,5,5,0,0,0,0.0476190476190476,0.176470588235294,0.0952380952380952,0.294117647058824,0.0476190476190476,0,0.0476190476190476,0,0,0.0588235294117647,0,0,noconj,noconj,noconj,noconj,definir,qual,s,definir,vp,np,np,vp,qual,definir,elaboration
1,1,1,15,22,1,1,0.419354838709677,0.580645161290323,1,0,12,0,1,16,0,1,0,0,315,327,2,2,0,0,0,0,0.0952380952380952,0,0.238095238095238,0,0,0,0.0476190476190476,0,0.0476190476190476,0,0,noconj,noconj,noconj,noconj,comma,é,s,comma,s,s,s,s,é,comma,means
1,1,1,13,10,1,1,0.571428571428571,0.428571428571429,1,0,12,0,1,8,0,1,0,0,343,355,11,11,0,0,0,0.25,0,0.25,0.444444444444444,0,0,0.0833333333333333,0,0,0.111111111111111,0,0,noconj,aditiva,noconj,noconj,mro,homogeneizada,np,mro,np,np,np,np,homogeneizada,mro,list
1,1,1,5,11,1,1,0.137931034482759,0.310344827586207,0.448275862068966,8,12,2,3,15,7,1,0,0,371,375,17,17,0,0,0,0.75,0,1.5,0.2,0,0,0.25,0.3,0.25,0.2,0,0,explicativa,noconj,noconj,noconj,comma,além,pp,além,pnt,pp,pp,pnt,além,comma,elaboration
1,1,1,16,8,2,1,0.448275862068966,0.241379310344828,0.689655172413793,8,21,2,5,6,0,1,0,0,371,384,15,15,0,0,0,0.2,0.142857142857143,0.333333333333333,0.285714285714286,0,0.142857142857143,0.0666666666666667,0.142857142857143,0,0,0.125,0.25,explicativa,aditiva,noconj,noconj,atributos,também,napostrophe,atributos,napostrophe,ap,ap,napostrophe,também,atributos,same_unit
1,1,1,8,24,1,3,0.206896551724138,0,0.896551724137931,3,0,1,0,19,0,1,0,0,366,371,10,10,0,0,0,0.285714285714286,0.0869565217391304,0.714285714285714,0.217391304347826,0,0.0434782608695652,0.142857142857143,0.173913043478261,0,0.130434782608696,0.142857142857143,0.0909090909090909,noconj,explicativa,noconj,noconj,geo,que,napostrophe,geo,n,cp,cp,n,que,geo,elaboration
1,1,1,4,32,1,4,0.103448275862069,0,1,0,0,0,0,24,0,1,0,0,363,366,4,4,0,0,0,0,0.129032258064516,1,0.225806451612903,0,0.032258064516129,0,0.161290322580645,0,0.0967741935483871,0,0,noconj,noconj,noconj,noconj,comma,é,s,comma,pnt,s,s,pnt,é,comma,cause_result
1,1,1,20,19,1,1,0.514285714285714,0.485714285714286,1,0,18,0,1,17,0,1,0,0,418,436,6,6,0,0,0,0.157894736842105,0.0555555555555556,0.263157894736842,0.388888888888889,0.0526315789473684,0,0,0.0555555555555556,0,0.0555555555555556,0.25,0.25,noconj,noconj,noconj,noconj,informações,permitindo,s,permitindo,np,vp,vp,np,permitindo,informações,cause_result
1,1,1,18,27,1,2,0.394736842105263,0,1,0,0,0,0,22,0,1,0,0,453,468,13,13,0,0,0,0.0588235294117647,0.0769230769230769,0.235294117647059,0.346153846153846,0.235294117647059,0.0769230769230769,0.0588235294117647,0.0769230769230769,0.0588235294117647,0.115384615384615,0.111111111111111,0.0714285714285714,noconj,explicativa,noconj,noconj,comma,nul,cp,nul,pnt,cp,cp,pnt,nul,comma,evidence_justify_explanation
